"No.","Time","Source","Destination","Protocol","Length","Info"
"1978","2022-09-28 13:07:50.259934","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1979","2022-09-28 13:07:50.259936","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1980","2022-09-28 13:07:50.259937","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1981","2022-09-28 13:07:50.259938","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1982","2022-09-28 13:07:50.260349","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12293 Ack=2305169 Win=4194240 Len=0"
"1983","2022-09-28 13:07:50.262259","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1984","2022-09-28 13:07:50.262263","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1985","2022-09-28 13:07:50.262264","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1986","2022-09-28 13:07:50.262266","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","958","Application Data"
"1987","2022-09-28 13:07:50.262432","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12293 Ack=2310231 Win=4194240 Len=0"
"1988","2022-09-28 13:07:50.319725","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","178","Application Data"
"1989","2022-09-28 13:07:50.320144","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","174","Application Data"
"1990","2022-09-28 13:07:50.320391","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","180","Application Data"
"1991","2022-09-28 13:07:50.321388","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","175","Application Data"
"1992","2022-09-28 13:07:50.324021","csweb1.cs.uchicago.edu","10.152.5.30","TCP","56","443 > 56064 [ACK] Seq=2310231 Ack=12663 Win=64128 Len=0"
"1993","2022-09-28 13:07:50.324024","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1994","2022-09-28 13:07:50.324025","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1995","2022-09-28 13:07:50.324026","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1996","2022-09-28 13:07:50.324026","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1997","2022-09-28 13:07:50.324027","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1998","2022-09-28 13:07:50.324028","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1999","2022-09-28 13:07:50.324028","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2000","2022-09-28 13:07:50.324029","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2001","2022-09-28 13:07:50.324030","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2002","2022-09-28 13:07:50.324030","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2003","2022-09-28 13:07:50.324031","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2004","2022-09-28 13:07:50.324082","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2317161 Win=4187264 Len=0"
"2005","2022-09-28 13:07:50.324132","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2325477 Win=4194240 Len=0"
"2006","2022-09-28 13:07:50.325245","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"2007","2022-09-28 13:07:50.325247","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2008","2022-09-28 13:07:50.325248","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2009","2022-09-28 13:07:50.325248","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2010","2022-09-28 13:07:50.325249","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2011","2022-09-28 13:07:50.325249","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2012","2022-09-28 13:07:50.325294","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2333574 Win=4194240 Len=0"
"2013","2022-09-28 13:07:50.326607","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2014","2022-09-28 13:07:50.326609","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2015","2022-09-28 13:07:50.326610","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2016","2022-09-28 13:07:50.326611","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2017","2022-09-28 13:07:50.326611","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2018","2022-09-28 13:07:50.326612","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2019","2022-09-28 13:07:50.326612","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1416","Application DataApplication Data"
"2020","2022-09-28 13:07:50.326613","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2021","2022-09-28 13:07:50.326613","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2022","2022-09-28 13:07:50.326614","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2023","2022-09-28 13:07:50.326615","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2024","2022-09-28 13:07:50.326615","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2025","2022-09-28 13:07:50.326616","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2026","2022-09-28 13:07:50.326617","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2027","2022-09-28 13:07:50.326617","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2028","2022-09-28 13:07:50.326618","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2029","2022-09-28 13:07:50.326618","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2030","2022-09-28 13:07:50.326619","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2031","2022-09-28 13:07:50.326620","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"2032","2022-09-28 13:07:50.326621","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2033","2022-09-28 13:07:50.326824","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2361051 Win=4194240 Len=0"
"2034","2022-09-28 13:07:50.327799","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2035","2022-09-28 13:07:50.327801","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2036","2022-09-28 13:07:50.327802","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2037","2022-09-28 13:07:50.327803","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2038","2022-09-28 13:07:50.327803","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2039","2022-09-28 13:07:50.327804","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2040","2022-09-28 13:07:50.327805","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2041","2022-09-28 13:07:50.327805","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2042","2022-09-28 13:07:50.327806","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2043","2022-09-28 13:07:50.327806","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2044","2022-09-28 13:07:50.327807","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1286","Application DataApplication Data"
"2045","2022-09-28 13:07:50.327807","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2046","2022-09-28 13:07:50.327808","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2047","2022-09-28 13:07:50.327902","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2378915 Win=4194240 Len=0"
"2048","2022-09-28 13:07:50.329135","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2049","2022-09-28 13:07:50.329138","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2050","2022-09-28 13:07:50.329138","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2051","2022-09-28 13:07:50.329139","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2052","2022-09-28 13:07:50.329139","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2053","2022-09-28 13:07:50.329140","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2054","2022-09-28 13:07:50.329141","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2055","2022-09-28 13:07:50.329196","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2388617 Win=4194240 Len=0"
"2056","2022-09-28 13:07:50.329221","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2057","2022-09-28 13:07:50.329222","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2058","2022-09-28 13:07:50.329285","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2391389 Win=4194240 Len=0"
"2059","2022-09-28 13:07:50.330429","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"2060","2022-09-28 13:07:50.330431","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2061","2022-09-28 13:07:50.330432","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2062","2022-09-28 13:07:50.330433","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2063","2022-09-28 13:07:50.330434","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2064","2022-09-28 13:07:50.330434","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2065","2022-09-28 13:07:50.330435","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2066","2022-09-28 13:07:50.330435","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2067","2022-09-28 13:07:50.330436","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2068","2022-09-28 13:07:50.330437","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2069","2022-09-28 13:07:50.330437","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2070","2022-09-28 13:07:50.330438","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2071","2022-09-28 13:07:50.330438","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1286","Application DataApplication Data"
"2072","2022-09-28 13:07:50.330439","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2073","2022-09-28 13:07:50.330439","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2074","2022-09-28 13:07:50.330440","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2075","2022-09-28 13:07:50.330440","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2076","2022-09-28 13:07:50.330441","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2077","2022-09-28 13:07:50.330515","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2415964 Win=4194240 Len=0"
"2078","2022-09-28 13:07:50.330538","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2079","2022-09-28 13:07:50.331547","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2080","2022-09-28 13:07:50.331549","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2081","2022-09-28 13:07:50.331550","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2082","2022-09-28 13:07:50.331550","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2083","2022-09-28 13:07:50.331551","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2084","2022-09-28 13:07:50.331552","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"2085","2022-09-28 13:07:50.331552","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2086","2022-09-28 13:07:50.331553","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2087","2022-09-28 13:07:50.331554","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2088","2022-09-28 13:07:50.331554","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2089","2022-09-28 13:07:50.331555","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2090","2022-09-28 13:07:50.331555","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2091","2022-09-28 13:07:50.331556","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2092","2022-09-28 13:07:50.331556","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2093","2022-09-28 13:07:50.331557","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2094","2022-09-28 13:07:50.331558","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2095","2022-09-28 13:07:50.331558","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2096","2022-09-28 13:07:50.331633","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2440693 Win=4194240 Len=0"
"2097","2022-09-28 13:07:50.332775","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1286","Application DataApplication Data"
"2098","2022-09-28 13:07:50.332779","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2099","2022-09-28 13:07:50.332779","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2100","2022-09-28 13:07:50.332780","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2101","2022-09-28 13:07:50.332781","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2102","2022-09-28 13:07:50.332782","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2103","2022-09-28 13:07:50.332782","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2104","2022-09-28 13:07:50.332783","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2105","2022-09-28 13:07:50.332784","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2106","2022-09-28 13:07:50.332784","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2107","2022-09-28 13:07:50.332785","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2108","2022-09-28 13:07:50.332785","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2109","2022-09-28 13:07:50.332786","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"2110","2022-09-28 13:07:50.332787","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2111","2022-09-28 13:07:50.332787","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2112","2022-09-28 13:07:50.332788","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2113","2022-09-28 13:07:50.332788","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2114","2022-09-28 13:07:50.332944","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2463882 Win=4194240 Len=0"
"2115","2022-09-28 13:07:50.333837","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2116","2022-09-28 13:07:50.334590","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2465268 Win=4194240 Len=0"
"2117","2022-09-28 13:07:50.334618","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2118","2022-09-28 13:07:50.337208","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2119","2022-09-28 13:07:50.337212","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2120","2022-09-28 13:07:50.337212","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2121","2022-09-28 13:07:50.337213","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2122","2022-09-28 13:07:50.337214","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2123","2022-09-28 13:07:50.337215","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"2124","2022-09-28 13:07:50.337216","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2125","2022-09-28 13:07:50.337216","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2126","2022-09-28 13:07:50.337217","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2127","2022-09-28 13:07:50.337217","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2128","2022-09-28 13:07:50.337218","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2129","2022-09-28 13:07:50.337218","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2130","2022-09-28 13:07:50.337219","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2131","2022-09-28 13:07:50.337220","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2132","2022-09-28 13:07:50.337220","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2133","2022-09-28 13:07:50.337221","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2134","2022-09-28 13:07:50.337221","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2135","2022-09-28 13:07:50.337222","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"2136","2022-09-28 13:07:50.337412","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2491602 Win=4194240 Len=0"
"2137","2022-09-28 13:07:50.338713","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2138","2022-09-28 13:07:50.338715","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2139","2022-09-28 13:07:50.338716","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2140","2022-09-28 13:07:50.338717","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2141","2022-09-28 13:07:50.338717","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2142","2022-09-28 13:07:50.338718","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2143","2022-09-28 13:07:50.338719","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2144","2022-09-28 13:07:50.338719","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2145","2022-09-28 13:07:50.338720","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2146","2022-09-28 13:07:50.338720","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2147","2022-09-28 13:07:50.338721","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2148","2022-09-28 13:07:50.338721","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"2149","2022-09-28 13:07:50.338722","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2150","2022-09-28 13:07:50.338723","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"2151","2022-09-28 13:07:50.338723","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2152","2022-09-28 13:07:50.338724","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2153","2022-09-28 13:07:50.338724","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2154","2022-09-28 13:07:50.338725","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2155","2022-09-28 13:07:50.338726","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2156","2022-09-28 13:07:50.338726","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2157","2022-09-28 13:07:50.338727","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2158","2022-09-28 13:07:50.338803","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2520708 Win=4194240 Len=0"
"2159","2022-09-28 13:07:50.339585","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2160","2022-09-28 13:07:50.339587","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2161","2022-09-28 13:07:50.339587","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2162","2022-09-28 13:07:50.339588","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2163","2022-09-28 13:07:50.339588","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"2164","2022-09-28 13:07:50.339589","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2165","2022-09-28 13:07:50.339590","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2166","2022-09-28 13:07:50.339590","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2167","2022-09-28 13:07:50.339591","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2168","2022-09-28 13:07:50.339639","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2533182 Win=4194240 Len=0"
"2169","2022-09-28 13:07:50.340965","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2170","2022-09-28 13:07:50.340968","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2171","2022-09-28 13:07:50.341029","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=12784 Ack=2535954 Win=4194240 Len=0"
"2172","2022-09-28 13:07:50.342004","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2173","2022-09-28 13:07:50.342006","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2174","2022-09-28 13:07:50.342007","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"2175","2022-09-28 13:07:50.342008","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
